index,type,name,resident,streamed,parentStack
343,image,i_mtl_p7_zm_der_generator_01_top_o,291,65536,|mc/mtl_p7_zm_der_generator_01_top|material|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
344,image,i_t7_metal_worn_iron_dark_n,292,371384,|mc/mtl_p7_zm_der_generator_01_top|material|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
345,image,i_t7_metal_paint_rust_brown_n,286,1441792,|mc/mtl_p7_zm_der_generator_01_bottom|material|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
346,image,i_t7_metal_rust_01_g,269,218440,|mc/mtl_p7_zm_der_generator_01_top|material|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
347,image,i_mtl_p7_zm_der_generator_01_top_n,299,1419960,|mc/mtl_p7_zm_der_generator_01_top|material|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
348,image,i_t7_metal_worn_iron_dark_g,276,218440,|mc/mtl_p7_zm_der_generator_01_top|material|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
349,image,i_t7_metal_rust_01_c,277,196608,|mc/mtl_p7_zm_der_generator_01_bottom|material|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
350,image,$black_color,14,0,|mc/mtl_p7_zm_vending_packapunch|material|p7_zm_der2_vending_packapunch_sign_wait|xmodel|zmcore_packapunch|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
351,material,mc/mtl_p7_zm_der_generator_01_top,1433,0,|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
352,techset,mc/lit_alphatest#e6142445,27,0,|mc/t7_metal_grating_01|material|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
353,image,i_t7_metal_grating_01_n,104,371384,|mc/t7_metal_grating_01|material|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
354,image,i_t7_metal_grating_01_c,280,393216,|mc/t7_metal_grating_01|material|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
355,material,mc/t7_metal_grating_01,1285,0,|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
356,image,i_mtl_p7_zm_der_generator_01_bottom_m,126,742728,|mc/mtl_p7_zm_der_generator_01_bottom|material|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
357,image,i_t7_metal_paint_worn_n,25,0,|mc/mtl_p7_zm_der_generator_01_bottom|material|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
358,image,i_mtl_p7_zm_der_generator_01_bottom_n,302,1419960,|mc/mtl_p7_zm_der_generator_01_bottom|material|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
359,image,i_t7_metal_paint_worn_white_c,278,742728,|mc/mtl_p7_zm_der_generator_01_bottom|material|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
360,material,mc/mtl_p7_zm_der_generator_01_bottom,1637,0,|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
361,xmodelmesh,p7_zm_der_generator_01_lod070026c76,456,119448,|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
362,collisionTree,p7_zm_der_generator_01_lod022cc1381,7696,0,|p7_zm_der_generator_01_lod022cc1381|xmodelmesh|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
363,collisionTree,p7_zm_der_generator_01_lod022cc1381,88,0,|p7_zm_der_generator_01_lod022cc1381|xmodelmesh|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
364,collisionTree,p7_zm_der_generator_01_lod022cc1381,496,0,|p7_zm_der_generator_01_lod022cc1381|xmodelmesh|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
365,xmodelmesh,p7_zm_der_generator_01_lod022cc1381,456,184512,|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
366,collisionTree,p7_zm_der_generator_01_col73f4b219,956,0,|p7_zm_der_generator_01_col73f4b219|xmodelmesh|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
367,xmodelmesh,p7_zm_der_generator_01_col73f4b219,30760,0,|p7_zm_der_generator_01|xmodel|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
368,xmodel,p7_zm_der_generator_01,31696,0,|maps/zm/zm_building.d3dbsp|gfx_map|zone_source/zm_building.zone|csv
369,material,mc/mtl_p6_wood_plank_rustic01,31,0,|p6_anim_zm_barricade_board_06_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
370,material,mc/mtl_p6_wood_plank_rustic01_2x8x108,39,0,|p6_anim_zm_barricade_board_03_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
371,xmodel,p6_anim_zm_barricade_board_collision,38,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
372,material,mc/bullet_collision_wood,1448,0,|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
373,image,i_mtl_p7_zm_der_plank_wood_01_n,128,744640,|mc/mtl_p7_zm_der_plank_wood_01|material|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
374,image,i_mtl_p7_zm_der_plank_wood_01_c,272,371352,|mc/mtl_p7_zm_der_plank_wood_01|material|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
375,image,i_t7_detail_wood_01,276,131080,|mc/mtl_p7_zm_der_plank_wood_01|material|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
376,material,mc/mtl_p7_zm_der_plank_wood_01,1116,0,|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
377,xmodelmesh,p7_anim_zm_barricade_board_01_lod0412080cf,240,23408,|p7_anim_zm_barricade_board_01|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
378,collisionTree,p7_anim_zm_barricade_board_01_lod0bc86ed6b,1448,0,|p7_anim_zm_barricade_board_01_lod0bc86ed6b|xmodelmesh|p7_anim_zm_barricade_board_01|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
379,xmodelmesh,p7_anim_zm_barricade_board_01_lod0bc86ed6b,240,38880,|p7_anim_zm_barricade_board_01|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
380,collisionTree,p7_anim_zm_barricade_board_01_cole0f4e1d7,92,0,|p7_anim_zm_barricade_board_01_cole0f4e1d7|xmodelmesh|p7_anim_zm_barricade_board_01|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
381,xmodelmesh,p7_anim_zm_barricade_board_01_cole0f4e1d7,1528,0,|p7_anim_zm_barricade_board_01|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
382,xmodel,p7_anim_zm_barricade_board_01,1184,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
383,techset,ei/effect_lit_blend#2843f95a,30,0,|ei/gfx_fog_slow_md_anim_lit|material|player/fx_plyr_footstep_dust_dirt|fx|player_footstep|surfacefxtable|c_54i_grunt_fx_table|scriptbundle|spawner_zm_factory_zombie|aitype|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
384,material,ei/gfx_smk_whisp_anim_lit,27,0,|zombie/fx_packapunch_zmb|fx|o_zombie_base_packapunch_working_take_gun|xanim|zmcore_packapunch|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
385,techset,ec/effect_cloud_lit_blend_nocull#7503baf8,43,0,|ec/gfx_dust_mote_1_pcloud_lit|material|zombie/fx_barrier_window_build_zmb|fx|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
386,material,ec/gfx_dust_mote_1_pcloud_lit,31,0,|zombie/fx_barrier_window_build_zmb|fx|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
387,material,ei/gfx_gib_wood_01_lit,24,0,|zombie/fx_barrier_window_build_zmb|fx|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
388,fx,zombie/fx_barrier_window_build_zmb,4393,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
389,image,p6_zm_barricade_board_upgrade_n,128,221712,|mc/mtl_p6_zm_barricade_board_upgrade|material|p6_anim_zm_barricade_board_06_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
390,image,p6_zm_barricade_board_upgrade_c,272,109208,|mc/mtl_p6_zm_barricade_board_upgrade|material|p6_anim_zm_barricade_board_06_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
391,material,mc/mtl_p6_zm_barricade_board_upgrade,1264,0,|p6_anim_zm_barricade_board_06_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
392,xmodelmesh,p6_anim_zm_barricade_board_01_upgrade_lod17444bd68,368,13832,|p6_anim_zm_barricade_board_01_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
393,collisionTree,p6_anim_zm_barricade_board_01_upgrade_lod05874aac2,242,0,|p6_anim_zm_barricade_board_01_upgrade_lod05874aac2|xmodelmesh|p6_anim_zm_barricade_board_01_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
394,collisionTree,p6_anim_zm_barricade_board_01_upgrade_lod05874aac2,470,0,|p6_anim_zm_barricade_board_01_upgrade_lod05874aac2|xmodelmesh|p6_anim_zm_barricade_board_01_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
395,xmodelmesh,p6_anim_zm_barricade_board_01_upgrade_lod05874aac2,374,24272,|p6_anim_zm_barricade_board_01_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
396,xmodel,p6_anim_zm_barricade_board_01_upgrade,1786,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
397,image,i_mtl_p7_wood_plank_rustic_2x12x96_n,117,1403696,|mc/mtl_p7_wood_plank_rustic_2x12x96|material|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
398,image,i_mtl_p7_wood_plank_rustic_2x12x96_c,285,742728,|mc/mtl_p7_wood_plank_rustic_2x12x96|material|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
399,material,mc/mtl_p7_wood_plank_rustic_2x12x96,1262,0,|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
400,xmodelmesh,p7_anim_zm_barricade_board_02_lod0604c4d57,240,19048,|p7_anim_zm_barricade_board_02|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
401,collisionTree,p7_anim_zm_barricade_board_02_lod05e09503c,1054,0,|p7_anim_zm_barricade_board_02_lod05e09503c|xmodelmesh|p7_anim_zm_barricade_board_02|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
402,xmodelmesh,p7_anim_zm_barricade_board_02_lod05e09503c,248,31536,|p7_anim_zm_barricade_board_02|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
403,collisionTree,p7_anim_zm_barricade_board_02_col579fb52f,92,0,|p7_anim_zm_barricade_board_02_col579fb52f|xmodelmesh|p7_anim_zm_barricade_board_02|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
404,xmodelmesh,p7_anim_zm_barricade_board_02_col579fb52f,1528,0,|p7_anim_zm_barricade_board_02|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
405,xmodel,p7_anim_zm_barricade_board_02,1146,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
406,xmodelmesh,p6_anim_zm_barricade_board_02_upgrade_lod1ea3323ef,356,13504,|p6_anim_zm_barricade_board_02_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
407,collisionTree,p6_anim_zm_barricade_board_02_upgrade_lod08f751df3,202,0,|p6_anim_zm_barricade_board_02_upgrade_lod08f751df3|xmodelmesh|p6_anim_zm_barricade_board_02_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
408,collisionTree,p6_anim_zm_barricade_board_02_upgrade_lod08f751df3,478,0,|p6_anim_zm_barricade_board_02_upgrade_lod08f751df3|xmodelmesh|p6_anim_zm_barricade_board_02_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
409,xmodelmesh,p6_anim_zm_barricade_board_02_upgrade_lod08f751df3,374,23888,|p6_anim_zm_barricade_board_02_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
410,xmodel,p6_anim_zm_barricade_board_02_upgrade,1786,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
411,xmodelmesh,p7_anim_zm_barricade_board_03_lod0cbe10f4f,248,19152,|p7_anim_zm_barricade_board_03|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
412,collisionTree,p7_anim_zm_barricade_board_03_lod01892047,1048,0,|p7_anim_zm_barricade_board_03_lod01892047|xmodelmesh|p7_anim_zm_barricade_board_03|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
413,xmodelmesh,p7_anim_zm_barricade_board_03_lod01892047,248,31312,|p7_anim_zm_barricade_board_03|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
414,collisionTree,p7_anim_zm_barricade_board_03_col13e5e318,92,0,|p7_anim_zm_barricade_board_03_col13e5e318|xmodelmesh|p7_anim_zm_barricade_board_03|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
415,xmodelmesh,p7_anim_zm_barricade_board_03_col13e5e318,1528,0,|p7_anim_zm_barricade_board_03|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
416,xmodel,p7_anim_zm_barricade_board_03,1144,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
417,xmodelmesh,p6_anim_zm_barricade_board_03_upgrade_lod1f8fe4790,356,13456,|p6_anim_zm_barricade_board_03_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
418,collisionTree,p6_anim_zm_barricade_board_03_upgrade_lod02976caf3,202,0,|p6_anim_zm_barricade_board_03_upgrade_lod02976caf3|xmodelmesh|p6_anim_zm_barricade_board_03_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
419,collisionTree,p6_anim_zm_barricade_board_03_upgrade_lod02976caf3,478,0,|p6_anim_zm_barricade_board_03_upgrade_lod02976caf3|xmodelmesh|p6_anim_zm_barricade_board_03_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
420,xmodelmesh,p6_anim_zm_barricade_board_03_upgrade_lod02976caf3,374,23888,|p6_anim_zm_barricade_board_03_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
421,xmodel,p6_anim_zm_barricade_board_03_upgrade,1786,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
422,xmodelmesh,p7_anim_zm_barricade_board_04_lod06f193cd1,248,23152,|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
423,collisionTree,p7_anim_zm_barricade_board_04_lod08bec52e8,1496,0,|p7_anim_zm_barricade_board_04_lod08bec52e8|xmodelmesh|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
424,xmodelmesh,p7_anim_zm_barricade_board_04_lod08bec52e8,248,38896,|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
425,collisionTree,p7_anim_zm_barricade_board_04_colda1f5f44,92,0,|p7_anim_zm_barricade_board_04_colda1f5f44|xmodelmesh|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
426,xmodelmesh,p7_anim_zm_barricade_board_04_colda1f5f44,1528,0,|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
427,xmodel,p7_anim_zm_barricade_board_04,1144,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
428,xmodelmesh,p6_anim_zm_barricade_board_04_upgrade_lod1e4b02287,356,13744,|p6_anim_zm_barricade_board_04_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
429,collisionTree,p6_anim_zm_barricade_board_04_upgrade_lod09f027b1c,242,0,|p6_anim_zm_barricade_board_04_upgrade_lod09f027b1c|xmodelmesh|p6_anim_zm_barricade_board_04_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
430,collisionTree,p6_anim_zm_barricade_board_04_upgrade_lod09f027b1c,470,0,|p6_anim_zm_barricade_board_04_upgrade_lod09f027b1c|xmodelmesh|p6_anim_zm_barricade_board_04_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
431,xmodelmesh,p6_anim_zm_barricade_board_04_upgrade_lod09f027b1c,374,24272,|p6_anim_zm_barricade_board_04_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
432,xmodel,p6_anim_zm_barricade_board_04_upgrade,1786,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
433,xmodelmesh,p7_anim_zm_barricade_board_05_lod036c33cfe,248,19440,|p7_anim_zm_barricade_board_05|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
434,collisionTree,p7_anim_zm_barricade_board_05_lod0535cbe9f,1096,0,|p7_anim_zm_barricade_board_05_lod0535cbe9f|xmodelmesh|p7_anim_zm_barricade_board_05|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
435,xmodelmesh,p7_anim_zm_barricade_board_05_lod0535cbe9f,248,31136,|p7_anim_zm_barricade_board_05|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
436,collisionTree,p7_anim_zm_barricade_board_05_col16c1373,92,0,|p7_anim_zm_barricade_board_05_col16c1373|xmodelmesh|p7_anim_zm_barricade_board_05|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
437,xmodelmesh,p7_anim_zm_barricade_board_05_col16c1373,1528,0,|p7_anim_zm_barricade_board_05|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
438,xmodel,p7_anim_zm_barricade_board_05,1144,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
439,xmodelmesh,p6_anim_zm_barricade_board_05_upgrade_lod17444bd68,356,13728,|p6_anim_zm_barricade_board_05_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
440,collisionTree,p6_anim_zm_barricade_board_05_upgrade_lod05874aac2,242,0,|p6_anim_zm_barricade_board_05_upgrade_lod05874aac2|xmodelmesh|p6_anim_zm_barricade_board_05_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
441,collisionTree,p6_anim_zm_barricade_board_05_upgrade_lod05874aac2,470,0,|p6_anim_zm_barricade_board_05_upgrade_lod05874aac2|xmodelmesh|p6_anim_zm_barricade_board_05_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
442,xmodelmesh,p6_anim_zm_barricade_board_05_upgrade_lod05874aac2,374,24272,|p6_anim_zm_barricade_board_05_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
443,xmodel,p6_anim_zm_barricade_board_05_upgrade,1698,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
444,xmodelmesh,p7_anim_zm_barricade_board_06_lod0cfc142cf,240,19232,|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
445,collisionTree,p7_anim_zm_barricade_board_06_lod059c20517,1072,0,|p7_anim_zm_barricade_board_06_lod059c20517|xmodelmesh|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
446,xmodelmesh,p7_anim_zm_barricade_board_06_lod059c20517,248,31424,|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
447,collisionTree,p7_anim_zm_barricade_board_06_col77485ff6,92,0,|p7_anim_zm_barricade_board_06_col77485ff6|xmodelmesh|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
448,xmodelmesh,p7_anim_zm_barricade_board_06_col77485ff6,1520,0,|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
449,xmodel,p7_anim_zm_barricade_board_06,1144,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
450,xmodelmesh,p6_anim_zm_barricade_board_06_upgrade_lod1e4b02287,356,13904,|p6_anim_zm_barricade_board_06_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
451,collisionTree,p6_anim_zm_barricade_board_06_upgrade_lod09f027b1c,242,0,|p6_anim_zm_barricade_board_06_upgrade_lod09f027b1c|xmodelmesh|p6_anim_zm_barricade_board_06_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
452,collisionTree,p6_anim_zm_barricade_board_06_upgrade_lod09f027b1c,470,0,|p6_anim_zm_barricade_board_06_upgrade_lod09f027b1c|xmodelmesh|p6_anim_zm_barricade_board_06_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
453,xmodelmesh,p6_anim_zm_barricade_board_06_upgrade_lod09f027b1c,374,24272,|p6_anim_zm_barricade_board_06_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_building.d3dbsp|col_map|zone_source/zm_building.zone|csv
